"skola","predmet","obor","typ","konali","neuspeli","volba","prumer","odchylka"
"Gymnázium a Střední odborná škola dr. Václava Šmejkala. Ústí nad Labem. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Didaktický test",120,5,"66.5","66.9","16.5"
"Gymnázium a Střední odborná škola dr. Václava Šmejkala. Ústí nad Labem. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Písemná práce",120,2,"66.5","72.2","13.5"
"Gymnázium a Střední odborná škola dr. Václava Šmejkala. Ústí nad Labem. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",120,1,"66.5","61.9","15.7"
"Gymnázium a Střední odborná škola dr. Václava Šmejkala. Ústí nad Labem. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",180,9,100,"62.4",16
"Gymnázium a Střední odborná škola dr. Václava Šmejkala. Ústí nad Labem. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Písemná práce",180,2,100,"54.6","16.3"
"Gymnázium a Střední odborná škola dr. Václava Šmejkala. Ústí nad Labem. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Ústní zkouška",180,3,100,"59.2","19.6"
"Gymnázium a Střední odborná škola dr. Václava Šmejkala. Ústí nad Labem. příspěvková organizace","Matematika","Gymnázium 4 leté","Didaktický test",40,7,"22.5","46.9","20.6"
"Gymnázium a Střední odborná škola dr. Václava Šmejkala. Ústí nad Labem. příspěvková organizace","Německý jazyk","Gymnázium 4 leté","Didaktický test",20,6,11,"52.1","22.8"
"Gymnázium a Střední odborná škola dr. Václava Šmejkala. Ústí nad Labem. příspěvková organizace","Německý jazyk","Gymnázium 4 leté","Písemná práce",20,1,11,"51.5","17.5"
"Gymnázium a Střední odborná škola dr. Václava Šmejkala. Ústí nad Labem. příspěvková organizace","Německý jazyk","Gymnázium 4 leté","Ústní zkouška",20,1,11,"54.5","19.9"
"Gymnázium a Střední odborná škola. Klášterec nad Ohří. Chomutovská 459. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Didaktický test",53,1,"88.2","58.3","15.3"
"Gymnázium a Střední odborná škola. Klášterec nad Ohří. Chomutovská 459. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Písemná práce",53,0,"88.2","62.3","12.9"
"Gymnázium a Střední odborná škola. Klášterec nad Ohří. Chomutovská 459. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",53,1,"88.2","48.4",19
"Gymnázium a Střední odborná škola. Klášterec nad Ohří. Chomutovská 459. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",61,2,100,"60.6","14.8"
"Gymnázium a Střední odborná škola. Klášterec nad Ohří. Chomutovská 459. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Písemná práce",61,1,100,"55.9","16.4"
"Gymnázium a Střední odborná škola. Klášterec nad Ohří. Chomutovská 459. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Ústní zkouška",61,2,100,"51.9","19.2"
"Gymnázium a Střední průmyslová škola. Duchcov. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Didaktický test",22,0,"71.4","70.8","11.7"
"Gymnázium a Střední průmyslová škola. Duchcov. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Písemná práce",22,0,"71.4","72.3","8.1"
"Gymnázium a Střední průmyslová škola. Duchcov. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",22,0,"71.4","50.7","16.8"
"Gymnázium a Střední průmyslová škola. Duchcov. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",29,1,100,"65.8","16.3"
"Gymnázium a Střední průmyslová škola. Duchcov. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Písemná práce",29,2,100,"30.8","16.3"
"Gymnázium a Střední průmyslová škola. Duchcov. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Ústní zkouška",29,1,100,"53.5","17.4"
"Gymnázium Děčín. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Didaktický test",57,0,55,"80.9","10.7"
"Gymnázium Děčín. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Písemná práce",57,0,55,"77.5","7.4"
"Gymnázium Děčín. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",57,0,55,"67.9","13.2"
"Gymnázium Děčín. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",106,0,100,"81.2","11.3"
"Gymnázium Děčín. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Písemná práce",106,0,100,"61.3","13.5"
"Gymnázium Děčín. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Ústní zkouška",106,4,100,"56.1","21.2"
"Gymnázium Děčín. příspěvková organizace","Matematika","Gymnázium 4 leté","Didaktický test",49,3,45,67,"17.9"
"Gymnázium Josefa Jungmanna. Litoměřice. Svojsíkova 1. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Didaktický test",41,0,"54.7",86,"6.2"
"Gymnázium Josefa Jungmanna. Litoměřice. Svojsíkova 1. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Písemná práce",41,0,"54.7","75.4","8.5"
"Gymnázium Josefa Jungmanna. Litoměřice. Svojsíkova 1. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",41,0,"54.7","63.9","12.8"
"Gymnázium Josefa Jungmanna. Litoměřice. Svojsíkova 1. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",75,0,100,"72.6","12.1"
"Gymnázium Josefa Jungmanna. Litoměřice. Svojsíkova 1. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Písemná práce",75,1,100,"66.1","15.6"
"Gymnázium Josefa Jungmanna. Litoměřice. Svojsíkova 1. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Ústní zkouška",75,1,100,"58.8","14.3"
"Gymnázium Josefa Jungmanna. Litoměřice. Svojsíkova 1. příspěvková organizace","Matematika","Gymnázium 4 leté","Didaktický test",32,5,"42.7",57,"24.9"
"Gymnázium T. G. Masaryka. Litvínov. Studentská 640. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Didaktický test",37,1,83,"68.7",12
"Gymnázium T. G. Masaryka. Litvínov. Studentská 640. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Písemná práce",37,0,83,66,9
"Gymnázium T. G. Masaryka. Litvínov. Studentská 640. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",37,0,83,"64.5","12.6"
"Gymnázium T. G. Masaryka. Litvínov. Studentská 640. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",43,0,100,"69.9","12.5"
"Gymnázium T. G. Masaryka. Litvínov. Studentská 640. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Písemná práce",43,1,100,"54.6","17.4"
"Gymnázium T. G. Masaryka. Litvínov. Studentská 640. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Ústní zkouška",43,0,100,"60.2","15.1"
"Gymnázium Václava Hlavatého. Louny. Poděbradova 661. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Didaktický test",26,0,"49.1","81.3","9.1"
"Gymnázium Václava Hlavatého. Louny. Poděbradova 661. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Písemná práce",26,0,"49.1","79.7","8.2"
"Gymnázium Václava Hlavatého. Louny. Poděbradova 661. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",26,0,"49.1","72.6","10.5"
"Gymnázium Václava Hlavatého. Louny. Poděbradova 661. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",53,0,100,"71.7","12.7"
"Gymnázium Václava Hlavatého. Louny. Poděbradova 661. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Písemná práce",53,1,100,"62.7","17.6"
